time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1969-08-20T08:36:36.810Z,36.5105,-120.5628333,6,3.14,ml,6,267,1.61,1.22,ci,ci3326964,2016-01-28T19:55:56.930Z,"32km SSW of Mendota, CA",earthquake,9.06,31.61,0.518,5,reviewed,ci,ci
1969-08-19T23:09:54.680Z,36.088,-118.3315,6,2.58,ml,8,136,0.4398,0.67,ci,ci3326963,2016-01-28T19:42:53.480Z,"35km W of Coso Junction, CA",earthquake,1.68,31.61,0.252,4,reviewed,ci,ci
1969-08-18T00:53:40.430Z,34.2676667,-117.1868333,1.67,2.58,ml,10,125,0.3151,0.53,ci,ci3326961,2016-01-28T20:04:23.130Z,"2km N of Lake Arrowhead, CA",earthquake,1.12,2.4,0.057,4,reviewed,ci,ci
1969-08-16T12:00:15.650Z,35.824,-117.6165,9.63,2.63,mh,5,214,0.0175,0.61,ci,ci3327171,2016-01-28T20:04:22.170Z,"20km WNW of Searles Valley, CA",earthquake,4.1,3.65,0.277,15,reviewed,ci,ci
1969-08-16T11:57:47.540Z,35.6938333,-117.6601667,6,3.24,ml,9,137,0.1319,0.5,ci,ci3327170,2016-01-28T20:00:14.640Z,"8km N of Ridgecrest, CA",earthquake,1.42,31.61,0.134,8,reviewed,ci,ci
1969-08-15T19:50:54.380Z,34.3385,-118.4276667,6,2.51,ml,10,187,0.2848,0.64,ci,ci3327169,2016-01-28T19:47:12.460Z,"6km N of Pacoima, CA",earthquake,2.6,31.61,0.15,9,reviewed,ci,ci
1969-08-15T11:05:14.450Z,36.2751667,-118.3433333,6,3.25,ml,10,148,0.6202,0.44,ci,ci3327168,2016-01-28T19:42:52.960Z,"30km W of Olancha, CA",earthquake,1.24,31.61,0.32,7,reviewed,ci,ci
1969-08-14T14:30:01.040Z,37.1601667,-116.0636667,0.01,3.95,mh,4,291,1.735,0.92,ci,ci3327165,2016-01-28T19:47:11.990Z,"67km ENE of Beatty, NV",nuclear explosion,99,31.61,0.075,4,reviewed,ci,ci
1969-08-12T07:06:45.960Z,32.2515,-115.58,6,2.79,mh,3,258,1.017,0.79,ci,ci3327164,2016-01-28T19:42:52.530Z,"36km S of Progreso, B.C., MX",earthquake,8.54,31.61,0.098,6,reviewed,ci,ci
1969-08-12T01:06:51.810Z,34.8243333,-117.8833333,6,3.47,ml,13,62,0.6164,0.3,ci,ci3327161,2016-01-28T19:34:25.000Z,"10km SSE of Edwards Air Force Base, CA",earthquake,0.74,31.61,0.075,10,reviewed,ci,ci
1969-08-09T15:07:08.340Z,33.9606667,-116.4475,6,2.85,ml,8,135,0.6975,0.63,ci,ci3327160,2016-01-28T19:38:35.570Z,"5km E of Desert Hot Springs, CA",earthquake,1.83,31.61,0.134,5,reviewed,ci,ci
1969-08-09T12:18:59.400Z,33.243,-115.9486667,6,2.55,mh,5,127,0.5306,0.49,ci,ci3327159,2016-01-28T19:38:35.030Z,"6km S of Salton City, CA",earthquake,1.36,31.61,0.186,9,reviewed,ci,ci
1969-08-08T05:04:10.970Z,35.1536667,-118.9006667,8.94,3.31,ml,10,128,0.2815,0.43,ci,ci3327194,2016-01-28T19:47:11.000Z,"9km SW of Arvin, CA",earthquake,1.17,2.81,0.202,8,reviewed,ci,ci
1969-08-06T12:50:55.890Z,33.0246667,-116.2615,6,2.84,mh,6,138,0.4874,0.51,ci,ci3327157,2016-01-28T19:51:38.330Z,"18km SW of Ocotillo Wells, CA",earthquake,1.41,31.61,0.111,12,reviewed,ci,ci
1969-08-06T11:47:56.010Z,32.4255,-115.4965,6,2.55,mh,3,269,0.8414,0.52,ci,ci3327191,2016-01-28T19:38:34.500Z,"19km SSE of Progreso, B.C., MX",earthquake,3.51,31.61,0.16,7,reviewed,ci,ci
1969-08-06T10:29:42.660Z,33.0185,-115.5723333,6,3.24,mh,5,165,0.6269,0.33,ci,ci3327156,2016-01-28T20:00:14.140Z,"5km ESE of Westmorland, CA",earthquake,1.33,31.61,0.177,14,reviewed,ci,ci
1969-08-06T08:37:25.150Z,33.0401667,-115.4926667,6,2.61,mh,4,198,0.5592,0.67,ci,ci3327155,2016-01-28T19:42:52.070Z,"8km NNE of Brawley, CA",earthquake,3.02,31.61,0.132,9,reviewed,ci,ci
1969-08-05T14:54:54.390Z,35.8528333,-118.0475,6,2.88,ml,7,198,0.3675,0.55,ci,ci3327153,2016-01-28T19:55:55.900Z,"16km SW of Little Lake, CA",earthquake,2.3,31.61,0.085,3,reviewed,ci,ci
1969-08-04T00:34:23.660Z,32.1478333,-114.9906667,6,3.1,mh,2,283,0.9116,0.47,ci,ci3327147,2016-01-28T19:51:37.870Z,"5km SSE of Estacion Coahuila, B.C., MX",earthquake,6.03,31.61,0.091,5,reviewed,ci,ci
1969-08-02T12:28:53.330Z,35.2923333,-119.3391667,6,3.26,ml,10,189,0.5531,0.47,ci,ci3327144,2016-01-28T19:55:55.330Z,"17km SE of Buttonwillow, CA",earthquake,2.23,31.61,0.243,7,reviewed,ci,ci
1969-08-02T08:25:57.020Z,32.9785,-115.5575,6,2.5,mh,4,170,0.618,0.54,ci,ci3327142,2016-01-28T19:42:50.660Z,"2km W of Brawley, CA",earthquake,1.7,31.61,0.188,8,reviewed,ci,ci
1969-08-01T20:19:04.940Z,36.5225,-120.4621667,6,2.78,mh,3,309,1.546,0.82,ci,ci3327139,2016-01-28T19:47:10.540Z,"26km WSW of San Joaquin, CA",earthquake,9,31.61,0.133,8,reviewed,ci,ci
1969-08-01T16:22:23.900Z,36.6331667,-120.6511667,6,2.65,mh,3,313,2.011,0.75,ci,ci3327187,2016-01-28T19:38:33.540Z,"28km WSW of Mendota, CA",earthquake,9.79,31.61,0.2,9,reviewed,ci,ci
1969-08-01T15:56:12.590Z,36.0936667,-118.3088333,6,2.84,mh,5,161,0.4504,0.56,ci,ci3327136,2016-01-28T19:42:50.170Z,"33km W of Coso Junction, CA",earthquake,1.85,31.61,0.066,17,reviewed,ci,ci
1969-08-01T13:10:36.850Z,32.8166667,-115.524,6,2.92,mh,4,195,0.6311,0.15,ci,ci3327135,2016-01-28T19:47:10.090Z,"4km NE of El Centro, CA",earthquake,1.41,31.61,0.158,11,reviewed,ci,ci
1969-08-01T09:26:00.470Z,32.781,-115.5108333,6,2.85,ml,4,201,0.6353,0.42,ci,ci3327133,2016-01-28T19:55:54.330Z,"4km E of El Centro, CA",earthquake,2.98,31.61,,1,reviewed,ci,ci
1969-08-01T08:48:43.780Z,32.932,-115.5516667,6,2.9,mh,4,178,0.6205,0.59,ci,ci3327131,2016-01-28T20:04:21.250Z,"6km SSW of Brawley, CA",earthquake,3.88,31.61,0.104,10,reviewed,ci,ci
1969-08-01T08:13:25.030Z,35.172,-116.4993333,6.1,3,mh,8,244,0.2823,0.54,ci,ci3327128,2016-01-28T20:04:20.760Z,"20km ESE of Fort Irwin, CA",earthquake,5.11,3.82,0.224,16,reviewed,ci,ci
1969-08-01T03:34:23.920Z,32.863,-115.5446667,6,3.24,mh,5,188,0.6319,0.43,ci,ci3327127,2016-01-28T19:34:24.480Z,"3km NE of Imperial, CA",earthquake,3.08,31.61,0.155,17,reviewed,ci,ci
1969-07-31T22:36:02.320Z,34.4666667,-114.9736667,6,2.96,mh,3,277,1.417,0.7,ci,ci3327185,2016-01-28T19:34:24.000Z,"39km SE of Essex, CA",earthquake,8.21,31.61,0.407,7,reviewed,ci,ci
1969-07-31T19:31:56.210Z,32.6838333,-115.4983333,6,2.9,mh,5,215,0.6735,0.67,ci,ci3327125,2016-01-28T19:55:53.840Z,"0km N of Calexico, CA",earthquake,4.62,31.61,0.103,10,reviewed,ci,ci
1969-07-28T00:12:19.920Z,33.6615,-116.025,0.02,2.89,mh,5,152,0.3252,0.64,ci,ci3327123,2016-01-28T19:42:49.670Z,"11km ENE of Thermal, CA",earthquake,2.88,6.49,0.362,11,reviewed,ci,ci
1969-07-26T17:18:56.580Z,38.044,-114.412,6,4.06,ml,8,318,3.345,0.77,ci,ci3327184,2016-01-28T19:42:49.180Z,"48km N of Caliente, NV",earthquake,99,31.61,0.039,4,reviewed,ci,ci
1969-07-26T10:39:19.070Z,36.173,-118.3273333,6,2.64,mh,5,280,0.5229,0.59,ci,ci3327120,2016-01-28T19:38:33.020Z,"31km WSW of Olancha, CA",earthquake,4.75,31.61,0.21,14,reviewed,ci,ci
1969-07-26T05:32:38.910Z,36.3045,-118.3408333,6,3.39,ml,7,168,0.6494,0.65,ci,ci3327119,2016-01-28T19:51:37.380Z,"30km W of Olancha, CA",earthquake,2.4,31.61,0.146,5,reviewed,ci,ci
1969-07-26T00:53:34.800Z,33.2436667,-115.9703333,6,2.56,mh,4,127,0.5391,0.25,ci,ci3327118,2016-01-28T20:00:11.740Z,"6km SSW of Salton City, CA",earthquake,1.14,31.61,0.163,10,reviewed,ci,ci
1969-07-24T22:40:07.070Z,33.038,-116.2748333,6,3.07,ml,4,136,0.4891,0.62,ci,ci3327117,2016-01-28T19:34:23.510Z,"18km SW of Ocotillo Wells, CA",earthquake,1.9,31.61,,1,reviewed,ci,ci
1969-07-24T18:50:26.130Z,36.2405,-118.3678333,6,2.53,mh,4,264,0.5829,0.62,ci,ci3327181,2016-01-28T19:51:36.890Z,"33km W of Olancha, CA",earthquake,4.93,31.61,0.253,15,reviewed,ci,ci
1969-07-24T18:45:43.700Z,36.2818333,-118.3328333,6,3.06,ml,4,268,0.6283,0.17,ci,ci3327180,2016-01-28T19:34:23.030Z,"29km W of Olancha, CA",earthquake,1.99,31.61,0.147,4,reviewed,ci,ci
1969-07-24T18:45:09.940Z,36.3,-118.35,6,2.95,ml,3,332,0.6438,1.28,ci,ci3327178,2016-01-28T19:51:36.430Z,"31km W of Olancha, CA",earthquake,99,31.61,0.105,4,reviewed,ci,ci
1969-07-24T18:43:57.680Z,36.3053333,-118.3541667,6,3.21,ml,8,149,0.6485,0.75,ci,ci3327111,2016-01-28T19:51:35.560Z,"31km W of Olancha, CA",earthquake,2.36,31.61,0.266,7,reviewed,ci,ci
1969-07-24T14:55:56.770Z,35.503,-119.2055,6,2.72,mh,7,220,0.6172,0.41,ci,ci3327109,2016-01-28T20:00:11.250Z,"6km E of Shafter, CA",earthquake,1.99,31.61,0.158,8,reviewed,ci,ci
1969-07-24T10:36:45.810Z,35.3681667,-118.4936667,6,2.57,mh,7,148,0.2944,0.55,ci,ci3327107,2016-01-28T19:34:22.530Z,"24km S of Bodfish, CA",earthquake,1.83,31.61,0.223,15,reviewed,ci,ci
1969-07-24T01:27:30.010Z,34.4318333,-118.3351667,2.55,2.55,mh,9,121,0.3092,0.4,ci,ci3327106,2016-01-28T19:42:48.690Z,"7km S of Agua Dulce, CA",earthquake,1.97,3.43,0.209,18,reviewed,ci,ci
1969-07-23T03:12:38.510Z,33.2765,-116.2853333,6,3.01,mh,6,110,0.4895,0.37,ci,ci3327104,2016-01-28T19:51:35.060Z,"9km ENE of Borrego Springs, CA",earthquake,1.08,31.61,0.152,13,reviewed,ci,ci
1969-07-22T21:57:35.210Z,34.1091667,-117.7733333,1.14,3.45,ml,12,131,0.2624,0.32,ci,ci3327103,2016-01-28T20:04:20.230Z,"1km NNW of La Verne, CA",earthquake,0.82,1.59,0.08,8,reviewed,ci,ci
1969-07-20T10:37:38.300Z,32.9646667,-116.2776667,6,2.81,mh,5,223,0.4369,0.6,ci,ci3327299,2016-01-28T19:38:32.490Z,"24km SW of Ocotillo Wells, CA",earthquake,3.88,31.61,0.143,8,reviewed,ci,ci
1969-07-20T00:15:45.120Z,35.4571667,-117.6493333,6,2.77,mh,3,186,0.3603,0.37,ci,ci3327295,2016-01-28T20:00:10.760Z,"10km N of Johannesburg, CA",earthquake,3.09,31.61,0.165,15,reviewed,ci,ci
1969-07-19T02:14:07.070Z,35.4533333,-119.1556667,6,3.43,ml,12,167,0.5938,0.53,ci,ci3327293,2016-01-28T19:51:34.540Z,"8km N of Rosedale, CA",earthquake,1.61,31.61,0.161,8,reviewed,ci,ci
1969-07-18T07:05:30.890Z,36.1271667,-118.2698333,6,2.55,mh,4,276,0.4922,1.23,ci,ci3327292,2016-01-28T19:42:48.220Z,"29km SW of Olancha, CA",earthquake,11.64,31.61,0.381,9,reviewed,ci,ci
1969-07-18T06:58:15.800Z,36.2576667,-118.3408333,6,2.55,mh,2,294,0.6034,0.19,ci,ci3327291,2016-01-28T19:34:21.520Z,"30km W of Olancha, CA",earthquake,2.49,31.61,0.143,6,reviewed,ci,ci
1969-07-17T20:32:54.460Z,36.2015,-118.3318333,6,2.66,mh,3,289,0.5498,0.54,ci,ci3327290,2016-01-28T19:42:47.740Z,"31km WSW of Olancha, CA",earthquake,5.04,31.61,0.334,10,reviewed,ci,ci
1969-07-17T20:31:12.500Z,36.1843333,-118.2981667,6,3.2,ml,6,281,0.5397,0.79,ci,ci3327289,2016-01-28T19:47:07.170Z,"28km WSW of Olancha, CA",earthquake,5.77,31.61,0.047,6,reviewed,ci,ci
1969-07-17T12:45:40.470Z,33.7088333,-116.7033333,6,2.61,mh,5,145,0.3785,0.53,ci,ci3327288,2016-01-28T19:38:31.990Z,"4km SSE of Idyllwild, CA",earthquake,1.38,31.61,0.12,13,reviewed,ci,ci
1969-07-17T03:00:33.610Z,34.1121667,-117.793,3.11,3.28,ml,13,131,0.2465,0.45,ci,ci3327286,2016-01-28T19:34:21.020Z,"1km ENE of San Dimas, CA",earthquake,1.15,1.74,0.204,7,reviewed,ci,ci
1969-07-16T14:54:51.410Z,37.6448333,-115.54,0.5,5.31,ml,9,320,2.551,0.47,ci,ci3327279,2016-01-28T19:51:33.510Z,"45km NW of Alamo, NV",nuclear explosion,99,31.61,0.135,8,reviewed,ci,ci
1969-07-16T13:02:30.270Z,37.1193333,-116.0551667,0.4,4.34,ml,13,290,1.799,0.54,ci,ci3327278,2016-01-28T19:47:06.670Z,"66km ENE of Beatty, NV",nuclear explosion,99,31.61,0.219,8,reviewed,ci,ci
1969-07-16T04:06:32.770Z,35.9491667,-120.3013333,6,3.54,ml,10,291,1.443,0.62,ci,ci3327276,2016-01-28T19:34:20.480Z,"13km ENE of Parkfield, CA",earthquake,3.34,31.61,0.03,5,reviewed,ci,ci
1969-07-16T00:02:27.690Z,33.6166667,-116.895,6,2.59,mh,6,129,0.2638,0.55,ci,ci3327273,2016-01-28T19:51:32.510Z,"15km S of Valle Vista, CA",earthquake,1.82,31.61,0.323,13,reviewed,ci,ci
1969-07-14T17:55:44.700Z,32.8701667,-115.8393333,6,3.04,mh,4,179,0.7268,0.45,ci,ci3327271,2016-01-28T19:34:19.970Z,"21km NE of Ocotillo, CA",earthquake,1.81,31.61,0.043,5,reviewed,ci,ci
1969-07-13T09:17:28.480Z,36.1415,-118.0356667,6,2.63,ml,6,138,0.4816,0.6,ci,ci3327269,2016-01-28T19:34:19.460Z,"13km NW of Coso Junction, CA",earthquake,1.71,31.61,0.084,2,reviewed,ci,ci
1969-07-10T06:38:13.050Z,34.1385,-117.2631667,0.07,2.83,ml,11,90,0.1721,0.41,ci,ci3327265,2016-01-28T19:34:18.960Z,"3km ENE of San Bernardino, CA",earthquake,0.73,1.87,0.183,6,reviewed,ci,ci
1969-07-08T20:50:25.520Z,35.6543333,-117.594,2.08,3.09,ml,7,119,0.1611,0.61,ci,ci3327263,2016-01-28T20:00:10.150Z,"8km ENE of Ridgecrest, CA",earthquake,5.37,8.84,0.467,5,reviewed,ci,ci
1969-07-08T14:41:30.110Z,35.75,-118.5906667,4.97,2.67,ml,8,248,0.1288,0.75,ci,ci3327262,2016-01-28T19:51:31.600Z,"13km WNW of Wofford Heights, CA",earthquake,5.62,2.48,0.137,7,reviewed,ci,ci
1969-07-04T18:41:39.540Z,32.4618333,-115.5195,6,3.49,ml,3,239,0.8284,0.4,ci,ci3327253,2016-01-28T19:34:18.430Z,"14km SSE of Progreso, B.C., MX",earthquake,6.32,31.61,0.147,5,reviewed,ci,ci
1969-07-03T22:08:45.610Z,35.045,-118.3905,0.01,2.59,ml,4,148,0.3646,0.46,ci,ci3327251,2016-04-02T04:11:26.232Z,"11km SSE of Tehachapi, CA",quarry blast,1.73,31.61,0.094,4,reviewed,ci,ci
1969-07-03T20:15:31.910Z,35.755,-118.0651667,6,2.95,ml,5,142,0.3452,0.5,ci,ci3327250,2016-01-28T19:47:06.140Z,"25km SW of Little Lake, CA",earthquake,1.64,31.61,0.059,6,reviewed,ci,ci
1969-07-03T02:47:36.910Z,32.9058333,-117.5528333,6,3.05,ml,8,229,0.7313,0.6,ci,ci3327249,2016-01-28T20:00:09.590Z,"27km WNW of La Jolla, CA",earthquake,2.98,31.61,0.084,4,reviewed,ci,ci
1969-07-01T12:00:45.600Z,40.3,-124.3,26,4.6,mb,,,,,ushis,ushis3051,2018-06-04T20:43:45.000Z,"26 km SW of Scotia, California",earthquake,,,,,reviewed,ushis,us
1969-06-30T02:21:18.520Z,35.1045,-116.6018333,0,3.55,ml,12,189,0.2581,0.67,ci,ci3327245,2016-01-28T19:34:17.900Z,"19km SSE of Fort Irwin, CA",earthquake,2.28,3.69,0.193,10,reviewed,ci,ci
1969-06-29T20:20:57.220Z,34.2618333,-117.0566667,6,2.69,ml,8,103,0.8307,0.63,ci,ci3327243,2016-01-28T20:04:18.780Z,"8km NE of Running Springs, CA",earthquake,1.44,31.61,0.487,8,reviewed,ci,ci
1969-06-29T19:19:21.830Z,34.2128333,-115.9145,6,2.59,mh,6,188,0.5538,0.51,ci,ci3327218,2016-01-28T20:04:18.290Z,"17km ENE of Twentynine Palms, CA",earthquake,2.28,31.61,0.162,13,reviewed,ci,ci
1969-06-29T16:27:11.810Z,34.1738333,-115.89,6,2.56,mh,6,188,0.51,0.51,ci,ci3327217,2016-01-28T19:42:45.340Z,"17km ENE of Twentynine Palms, CA",earthquake,1.79,31.61,0.188,13,reviewed,ci,ci
1969-06-29T14:09:06.000Z,35.0833333,-116.611,0.19,3.11,ml,8,223,0.2701,0.55,ci,ci3327216,2016-01-28T19:34:17.370Z,"21km SSE of Fort Irwin, CA",earthquake,4.08,4.69,0.048,6,reviewed,ci,ci
1969-06-29T00:12:27.310Z,34.2135,-115.8913333,6,3.08,ml,7,176,0.5467,0.59,ci,ci3327213,2016-01-28T19:38:29.800Z,"19km ENE of Twentynine Palms, CA",earthquake,1.95,31.61,0.294,7,reviewed,ci,ci
1969-06-28T23:33:15.390Z,34.2121667,-115.9088333,6,2.78,mh,7,174,0.5512,0.59,ci,ci3327212,2016-01-28T19:42:44.850Z,"17km ENE of Twentynine Palms, CA",earthquake,2.02,31.61,0.15,14,reviewed,ci,ci
1969-06-28T23:11:20.840Z,34.2566667,-115.8111667,6,3.3,ml,7,182,0.5663,0.71,ci,ci3327211,2016-01-28T19:55:52.290Z,"27km ENE of Twentynine Palms, CA",earthquake,2.87,31.61,0.147,8,reviewed,ci,ci
1969-06-28T04:07:26.700Z,40.3,-124.4,39,4.5,mb,,,,,ushis,ushis3050,2018-06-04T20:43:45.000Z,"32 km SW of Scotia, California",earthquake,,,,,reviewed,ushis,us
1969-06-27T16:58:10.250Z,35.1203333,-118.8005,0.65,3.32,ml,13,118,0.2614,0.42,ci,ci3327210,2016-01-28T20:00:09.090Z,"10km SSE of Arvin, CA",earthquake,0.79,2.13,0.156,10,reviewed,ci,ci
1969-06-26T16:00:00.750Z,37.2076667,-115.9855,6,3.93,ml,13,260,1.8,0.54,ci,ci3327208,2016-01-28T20:04:11.720Z,"75km WSW of Alamo, NV",nuclear explosion,9.61,31.61,0.139,10,reviewed,ci,ci
1969-06-26T12:55:50.000Z,32.309,-115.8016667,6,3.75,ml,4,250,0.8234,0.41,ci,ci3327205,2016-01-28T19:51:31.110Z,"36km SW of Progreso, B.C., MX",earthquake,7.87,31.61,0.237,6,reviewed,ci,ci
1969-06-25T16:15:21.340Z,34.2123333,-116.0593333,6,2.88,ml,6,174,0.613,0.6,ci,ci3327204,2016-01-28T20:04:17.310Z,"8km N of Twentynine Palms, CA",earthquake,1.88,31.61,0.136,4,reviewed,ci,ci
1969-06-24T05:17:27.070Z,34.2088333,-115.8078333,6,2.95,ml,7,180,0.5195,0.66,ci,ci3327203,2016-01-28T19:42:43.860Z,"26km ENE of Twentynine Palms, CA",earthquake,2.89,31.61,0.161,5,reviewed,ci,ci
1969-06-23T20:53:19.270Z,34.5181667,-116.4768333,6,2.96,ml,6,157,0.8272,0.56,ci,ci3327202,2016-01-28T19:34:16.870Z,"37km SW of Ludlow, CA",earthquake,1.42,31.61,0.066,4,reviewed,ci,ci
1969-06-23T17:36:43.450Z,32.0391667,-116.0975,6,2.62,mh,3,277,0.803,0.55,ci,ci3327201,2016-01-28T19:42:43.400Z,"53km ENE of Ensenada, B.C., MX",earthquake,6.08,31.61,0.065,4,reviewed,ci,ci
1969-06-22T09:35:03.520Z,33.9626667,-118.7248333,6,2.78,ml,10,173,0.4956,0.61,ci,ci3327200,2016-01-28T19:42:42.890Z,"8km SSW of Malibu Beach, CA",earthquake,1.9,31.61,0.367,6,reviewed,ci,ci
1969-06-22T09:15:18.810Z,33.9396667,-118.7091667,6,3.66,ml,12,175,0.4929,0.62,ci,ci3327198,2016-01-28T19:47:05.620Z,"10km S of Malibu Beach, CA",earthquake,1.98,31.61,0.277,9,reviewed,ci,ci
1969-06-20T19:27:35.360Z,34.008,-116.631,6,2.78,ml,8,115,0.6186,0.48,ci,ci3327197,2016-01-28T19:47:05.150Z,"6km SW of Morongo Valley, CA",earthquake,1.08,31.61,0.148,4,reviewed,ci,ci
1969-06-19T07:05:07.660Z,36.1111667,-119.5455,6,3.58,ml,13,80,,0.54,ci,ci3327350,2016-01-28T19:55:51.260Z,"2km NE of Corcoran, CA",earthquake,1.23,31.61,0.07,10,reviewed,ci,ci
1969-06-19T05:19:58.720Z,33.8868333,-118.4686667,6,2.59,ml,7,170,0.3594,0.36,ci,ci3327349,2016-01-28T19:34:16.370Z,"5km W of Manhattan Beach, CA",earthquake,1.65,31.61,0.192,6,reviewed,ci,ci
1969-06-19T01:28:35.100Z,35.1965,-117.107,6,2.74,mh,5,132,0.268,0.45,ci,ci3327348,2016-01-28T19:34:15.810Z,"34km NNW of Barstow, CA",earthquake,1.35,31.61,0.206,14,reviewed,ci,ci
1969-06-18T23:52:15.880Z,32.1603333,-115.6871667,6,3.18,mh,3,264,0.9811,0.69,ci,ci3327347,2016-01-28T19:34:15.350Z,"48km SSW of Progreso, B.C., MX",earthquake,8.72,31.61,0.271,5,reviewed,ci,ci
1969-06-18T18:54:27.800Z,35.0325,-116.9651667,0.25,2.97,ml,8,152,0.2987,0.7,ci,ci3327346,2016-01-28T20:04:16.810Z,"16km NNE of Barstow, CA",earthquake,3.96,8.11,0.095,3,reviewed,ci,ci
1969-06-18T01:39:19.020Z,32.1193333,-115.6675,6,3.08,mh,4,267,1.017,0.68,ci,ci3327344,2016-01-28T20:04:16.320Z,"48km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,8.26,31.61,0.144,7,reviewed,ci,ci
1969-06-18T01:23:05.720Z,32.144,-115.6806667,6,3.19,mh,4,265,0.9945,0.67,ci,ci3327338,2016-01-28T19:38:29.330Z,"49km W of Alberto Oviedo Mota, B.C., MX",earthquake,8.32,31.61,0.217,7,reviewed,ci,ci
1969-06-17T05:06:09.510Z,35.0981667,-116.535,1.93,3.38,ml,14,191,0.3007,0.71,ci,ci3327337,2016-01-28T20:00:08.570Z,"23km SE of Fort Irwin, CA",earthquake,2.93,3.68,0.184,10,reviewed,ci,ci
1969-06-15T10:11:47.940Z,35.2251667,-121.1888333,6,3.69,ml,11,311,1.214,0.54,ci,ci3327335,2016-01-28T19:51:30.600Z,"34km WSW of Los Osos, CA",earthquake,4.83,31.61,0.146,9,reviewed,ci,ci
1969-06-14T15:25:30.920Z,33.1536667,-116.096,6,2.92,ml,4,131,0.6716,0.19,ci,ci3327334,2016-01-28T20:04:15.820Z,"4km ENE of Ocotillo Wells, CA",earthquake,0.76,31.61,0.246,3,reviewed,ci,ci
1969-06-13T07:29:24.580Z,32.2411667,-115.7686667,6,3.69,ml,3,257,0.8803,0.15,ci,ci3327331,2016-01-28T20:04:15.330Z,"42km SSW of Progreso, B.C., MX",earthquake,3.02,31.61,0.095,3,reviewed,ci,ci
1969-06-13T01:54:15.880Z,35.1353333,-118.6818333,6,2.81,ml,7,162,0.3185,0.61,ci,ci3327330,2016-01-28T19:47:04.660Z,"16km ESE of Arvin, CA",earthquake,1.93,31.61,0.063,5,reviewed,ci,ci
1969-06-13T01:22:41.920Z,35.2293333,-117.1486667,0,2.92,mh,8,106,0.2898,0.53,ci,ci3327329,2016-01-28T19:55:50.190Z,"38km NNW of Barstow, CA",earthquake,1.32,3.69,0.109,18,reviewed,ci,ci
1969-06-13T01:20:16.540Z,37.3373333,-117.8488333,6,3.64,ml,4,289,0.4154,0.45,ci,ci3327328,2016-01-28T19:38:28.770Z,"44km ENE of Big Pine, CA",earthquake,4,31.61,0.08,7,reviewed,ci,ci
1969-06-12T14:00:01.470Z,37.0088333,-116.0303333,0.3,4.13,ml,13,252,1.737,2.58,ci,ci3327326,2016-01-28T20:04:11.160Z,"65km E of Beatty, NV",nuclear explosion,99,31.61,0.093,10,reviewed,ci,ci
1969-06-12T13:26:44.200Z,34.662,-120.9051667,6,2.77,mh,3,345,0.7762,0.45,ci,ci3327324,2016-01-28T20:00:08.100Z,"37km WSW of Vandenberg Air Force Base, CA",earthquake,9.38,31.61,0.208,11,reviewed,ci,ci
1969-06-12T11:18:55.120Z,34.0348333,-120.7878333,6,3.76,ml,5,327,,0.4,ci,ci3327323,2016-01-28T20:04:14.760Z,"39km W of San Miguel Is., CA",earthquake,4.1,31.61,0.238,9,reviewed,ci,ci
1969-06-12T09:58:13.940Z,35.148,-116.6355,0.22,2.89,mh,7,229,0.2073,0.69,ci,ci3327322,2016-01-28T19:55:49.670Z,"14km SSE of Fort Irwin, CA",earthquake,4.47,4.52,0.207,13,reviewed,ci,ci
1969-06-11T16:12:09.620Z,33.3308333,-116.2351667,6,3.36,ml,6,111,0.5258,0.37,ci,ci3327321,2016-01-28T19:51:30.100Z,"15km ENE of Borrego Springs, CA",earthquake,1.12,31.61,0.03,7,reviewed,ci,ci
1969-06-11T14:03:53.660Z,34.2215,-116.2851667,6,3.56,ml,9,154,0.7426,0.43,ci,ci3327320,2016-01-28T19:34:14.330Z,"10km NNE of Joshua Tree, CA",earthquake,1.18,31.61,0.076,7,reviewed,ci,ci
1969-06-10T08:18:18.220Z,35.1021667,-116.5868333,6,3.65,ml,11,184,0.268,0.55,ci,ci3327318,2016-01-28T19:55:49.100Z,"20km SSE of Fort Irwin, CA",earthquake,2.45,31.61,0.157,9,reviewed,ci,ci
1969-06-08T13:59:37.230Z,33.2248333,-115.9556667,6,3.87,ml,8,129,0.5493,0.75,ci,ci3327308,2016-01-28T19:47:04.130Z,"8km S of Salton City, CA",earthquake,2.15,31.61,0.125,10,reviewed,ci,ci
1969-06-08T12:49:38.230Z,32.8945,-115.6265,6,2.71,mh,4,181,0.69,0.41,ci,ci3327307,2016-01-28T20:04:13.720Z,"8km NW of Imperial, CA",earthquake,1.65,31.61,0.098,6,reviewed,ci,ci
1969-06-08T12:39:40.040Z,32.9725,-115.5401667,6,2.52,mh,4,172,0.6043,0.4,ci,ci3327305,2016-01-28T20:04:13.240Z,"1km SW of Brawley, CA",earthquake,1.52,31.61,0.063,9,reviewed,ci,ci
1969-06-08T03:37:53.400Z,34.1395,-117.4246667,4.8,3.16,ml,14,108,0.1512,0.53,ci,ci3327301,2016-01-28T19:55:48.140Z,"6km NNE of Fontana, CA",earthquake,0.99,1.53,0.174,8,reviewed,ci,ci
