time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1970-12-06T09:04:02.120Z,32.7043333,-115.4803333,6,3.03,mh,3,212,,0.71,ci,ci3323524,2016-01-29T01:09:28.030Z,"3km NNE of Calexico, CA",earthquake,6.38,31.61,0.137,10,reviewed,ci,ci
1970-12-05T23:54:19.820Z,34.2018333,-117.4748333,2.73,2.76,ml,11,107,,0.34,ci,ci3323523,2016-01-29T01:29:31.100Z,"7km SSE of Lytle Creek, CA",earthquake,0.7,1.2,0.185,5,reviewed,ci,ci
1970-12-05T03:53:21.430Z,35.4771667,-118.3211667,0.01,3.17,ml,17,54,,0.58,ci,ci3323522,2016-01-29T01:09:27.500Z,"20km SE of Bodfish, CA",earthquake,1.01,2.51,0.061,10,reviewed,ci,ci
1970-12-04T15:01:24.060Z,32.0081667,-115.2918333,6,3.33,ml,4,281,,0.74,ci,ci3323521,2016-01-29T01:43:54.960Z,"27km SSW of Alberto Oviedo Mota, B.C., MX",earthquake,7.01,31.61,0.007,3,reviewed,ci,ci
1970-12-03T15:07:00.510Z,37,-116,0.01,2.91,ml,5,289,1.749,0.52,ci,ci3323518,2016-01-29T01:19:27.470Z,"68km E of Beatty, NV",nuclear explosion,99,31.61,0.066,4,reviewed,ci,ci
1970-12-01T06:06:06.600Z,35.9065,-121.0686667,6,3.31,ml,6,199,,0.35,ci,ci3323516,2016-01-29T01:19:26.910Z,"26km NW of Lake Nacimiento, CA",earthquake,2.14,31.61,0.056,6,reviewed,ci,ci
1970-11-25T23:35:44.660Z,34.6216667,-117.1128333,0.01,2.79,ml,11,149,,0.46,ci,ci3323515,2016-01-29T01:09:26.930Z,"15km NNE of Apple Valley, CA",quarry blast,1.07,31.61,0.123,6,reviewed,ci,ci
1970-11-21T04:54:35.220Z,32.0186667,-116.2178333,6,2.89,ml,3,282,0.7634,0.34,ci,ci3329385,2016-01-29T01:14:34.860Z,"41km ENE of Ensenada, B.C., MX",earthquake,3.75,31.61,0.062,3,reviewed,ci,ci
1970-11-21T00:02:02.540Z,34.599,-117.086,0.01,2.58,ml,12,108,,0.33,ci,ci3323513,2016-01-29T01:09:26.400Z,"14km NE of Apple Valley, CA",quarry blast,0.72,31.61,0.041,5,reviewed,ci,ci
1970-11-19T15:00:00.570Z,37,-116,0.01,3.56,ml,12,252,,0.62,ci,ci3323511,2016-01-29T01:09:25.860Z,"68km E of Beatty, NV",nuclear explosion,99,31.61,0.311,9,reviewed,ci,ci
1970-11-19T03:49:26.120Z,33.1048333,-115.9421667,6,3.06,ml,6,144,,0.79,ci,ci3323510,2016-01-29T01:19:26.410Z,"18km ESE of Ocotillo Wells, CA",earthquake,2.25,31.61,0.312,5,reviewed,ci,ci
1970-11-18T04:26:17.620Z,32.1016667,-116.1193333,6,2.92,mh,4,236,0.7105,0.28,ci,ci3323508,2016-01-29T01:14:34.370Z,"54km ENE of Ensenada, B.C., MX",earthquake,2.41,31.61,0.19,9,reviewed,ci,ci
1970-11-17T06:54:03.920Z,33.7173333,-117.4818333,0.74,2.78,ml,8,162,,0.59,ci,ci3323506,2016-01-29T01:39:04.330Z,"11km ENE of Trabuco Canyon, CA",earthquake,1.58,2.86,0.263,5,reviewed,ci,ci
1970-11-17T01:14:51.780Z,33.9078333,-115.5713333,0.01,2.94,ml,7,178,0.2077,0.66,ci,ci3323505,2016-01-29T01:39:03.830Z,"27km NW of Desert Center, CA",quarry blast,3.16,31.61,0.278,2,reviewed,ci,ci
1970-11-15T23:40:54.030Z,33.9621667,-116.8823333,6,2.52,ml,8,101,,0.5,ci,ci3323504,2016-01-29T01:43:53.820Z,"4km N of Banning, CA",earthquake,1.4,31.61,0.046,3,reviewed,ci,ci
1970-11-15T09:30:06.500Z,34.3635,-116.9293333,6,3.02,ml,10,115,,0.52,ci,ci3323500,2016-01-29T01:39:03.310Z,"10km SSE of Lucerne Valley, CA",earthquake,1.17,31.61,0.139,7,reviewed,ci,ci
1970-11-13T23:27:46.900Z,34.7073333,-116.0766667,6,2.63,ml,7,282,,0.62,ci,ci3323493,2016-01-29T01:43:52.750Z,"8km ESE of Ludlow, CA",earthquake,3.87,31.61,0.231,3,reviewed,ci,ci
1970-11-13T17:39:23.220Z,34.3685,-116.6121667,6,2.92,ml,9,156,,0.5,ci,ci3323492,2016-01-29T01:39:02.760Z,"24km ENE of Big Bear City, CA",earthquake,1.7,31.61,0.04,5,reviewed,ci,ci
1970-11-13T16:22:54.460Z,34.1646667,-117.2638333,7.35,3.45,ml,11,139,,0.57,ci,ci3323491,2016-01-29T01:09:25.290Z,"5km NE of San Bernardino, CA",earthquake,1.15,2.96,0.143,11,reviewed,ci,ci
1970-11-13T15:07:21.860Z,33.9366667,-116.7386667,6,2.72,ml,10,105,,0.47,ci,ci3323490,2016-01-29T01:14:33.880Z,"5km ENE of Cabazon, CA",earthquake,1.02,31.61,0.036,5,reviewed,ci,ci
1970-11-12T23:33:50.320Z,34.1503333,-117.3013333,0.65,2.85,ml,9,136,,0.64,ci,ci3323489,2016-01-29T01:14:33.390Z,"2km NNW of San Bernardino, CA",earthquake,1.49,2.29,0.097,5,reviewed,ci,ci
1970-11-12T22:51:37.620Z,31.9735,-115.9953333,6,3.48,ml,3,280,0.9081,0.5,ci,ci3323488,2016-01-29T01:34:19.390Z,"60km E of Ensenada, B.C., MX",earthquake,5.89,31.61,,1,reviewed,ci,ci
1970-11-11T07:07:22.480Z,33.8591667,-118.2956667,4.66,2.88,ml,11,185,,0.37,ci,ci3323484,2016-01-29T01:19:25.840Z,"3km NNW of Carson, CA",earthquake,1.12,2.25,0.317,7,reviewed,ci,ci
1970-11-11T06:08:02.410Z,33.8461667,-118.3003333,0.19,2.8,ml,8,223,,0.52,ci,ci3323643,2016-01-29T01:24:43.900Z,"2km NW of Carson, CA",earthquake,2.12,3.96,0.179,5,reviewed,ci,ci
1970-11-10T22:23:23.160Z,32.1076667,-116.8748333,6,3.01,ml,4,316,0.5959,0.24,ci,ci3323642,2016-01-29T01:09:24.790Z,"13km SSE of Primo Tapia, B.C., MX",earthquake,2.49,31.61,0.017,3,reviewed,ci,ci
1970-11-10T15:14:22.410Z,34.1681667,-117.2893333,0.32,2.5,ml,10,89,0.1883,0.64,ci,ci3323641,2016-01-29T01:14:32.890Z,"4km N of San Bernardino, CA",earthquake,1.15,2.93,0.24,5,reviewed,ci,ci
1970-11-09T10:29:13.750Z,35.8436667,-119.2255,6,2.82,ml,6,231,,0.43,ci,ci3323636,2016-01-29T01:43:52.180Z,"8km NNE of Delano, CA",earthquake,2,31.61,0.027,4,reviewed,ci,ci
1970-11-09T00:52:06.050Z,36.7621667,-121.6056667,6,3.44,ml,9,188,,0.6,ci,ci3323635,2016-01-29T01:09:24.300Z,"6km ESE of Prunedale, CA",earthquake,4.39,31.61,0.119,6,reviewed,ci,ci
1970-11-08T18:19:26.760Z,34.159,-117.2975,0,2.83,ml,6,183,,0.41,ci,ci3323634,2016-01-29T01:34:17.900Z,"3km N of San Bernardino, CA",earthquake,2.32,4.56,0.515,8,reviewed,ci,ci
1970-11-07T21:25:15.560Z,34.0691667,-117.8121667,4.21,2.92,ml,11,140,,0.52,ci,ci3323633,2016-01-29T01:39:01.340Z,"4km S of San Dimas, CA",earthquake,1.57,3.1,0.119,5,reviewed,ci,ci
1970-11-07T21:11:06.650Z,34.0631667,-117.7996667,6,2.95,ml,10,141,,0.43,ci,ci3323632,2016-01-29T01:14:32.380Z,"4km NNE of Diamond Bar, CA",earthquake,1.53,31.61,0.258,5,reviewed,ci,ci
1970-11-07T21:09:59.480Z,34.0603333,-117.7943333,0.27,2.71,ml,9,141,,0.38,ci,ci3323629,2016-01-29T01:19:25.340Z,"4km W of Pomona, CA",earthquake,1.08,1.39,0.076,5,reviewed,ci,ci
1970-11-05T15:00:00.360Z,37.0295,-116.0118333,0.4,4.44,ml,16,253,,0.69,ci,ci3323628,2016-01-29T01:19:24.810Z,"67km ENE of Beatty, NV",nuclear explosion,99,31.61,0.263,11,reviewed,ci,ci
1970-11-03T17:12:10.940Z,35.9016667,-120.3095,6,3.1,ml,6,142,,0.8,ci,ci3323626,2016-01-29T01:14:31.410Z,"11km E of Parkfield, CA",earthquake,3.16,31.61,0.02,4,reviewed,ci,ci
1970-11-03T16:41:09.930Z,37,-114,6,3.77,ml,5,322,2.833,1.83,ci,ci3323625,2016-01-29T01:29:30.090Z,"23km NNE of Mesquite, NV",earthquake,99,31.61,0.134,3,reviewed,ci,ci
1970-11-03T09:09:12.010Z,33.9808333,-116.6333333,6,2.92,ml,9,127,0.6168,0.62,ci,ci3323624,2016-01-29T01:24:43.400Z,"9km SSW of Morongo Valley, CA",earthquake,1.49,31.61,0.003,5,reviewed,ci,ci
1970-11-03T03:17:05.670Z,33.9575,-116.6345,6,3.44,ml,11,125,0.6168,0.58,ci,ci3323623,2016-01-29T01:24:42.880Z,"10km NW of Garnet, CA",earthquake,1.51,31.61,0.143,11,reviewed,ci,ci
1970-11-02T09:34:36.380Z,35.0426667,-119.175,6,3.12,ml,10,159,,0.56,ci,ci3323622,2016-01-29T01:24:42.380Z,"21km E of Maricopa, CA",earthquake,1.33,31.61,0.042,8,reviewed,ci,ci
1970-10-31T07:27:07.870Z,34.0343333,-118.4325,0,2.77,ml,8,218,0.2449,0.56,ci,ci3323609,2016-01-29T01:19:24.320Z,"2km S of Westwood, CA",earthquake,1.75,1.93,0.243,7,reviewed,ci,ci
1970-10-31T06:40:42.330Z,35.5453333,-118.4576667,5.36,2.61,ml,5,166,0.1179,0.43,ci,ci3323608,2016-01-29T01:24:41.880Z,"6km SSE of Bodfish, CA",earthquake,1.61,2.85,0.099,6,reviewed,ci,ci
1970-10-28T14:30:00.780Z,37,-116,0.01,3.93,ml,7,279,1.749,0.47,ci,ci3323606,2016-01-29T01:29:29.540Z,"68km E of Beatty, NV",nuclear explosion,99,31.61,0.206,9,reviewed,ci,ci
1970-10-28T11:57:08.660Z,36.2171667,-118.3561667,6,2.53,mh,3,215,0.3148,0.29,ci,ci3323644,2016-01-29T01:39:00.420Z,"32km WSW of Olancha, CA",earthquake,4.94,31.61,0.521,6,reviewed,ci,ci
1970-10-27T00:33:39.760Z,36.2073333,-118.274,0.38,3.25,ml,7,109,,0.58,ci,ci3323605,2016-01-29T01:09:23.810Z,"26km WSW of Olancha, CA",earthquake,2.52,8.68,0.149,7,reviewed,ci,ci
1970-10-26T06:53:51.260Z,33.0161667,-116.3958333,6,3.19,ml,6,127,0.408,0.51,ci,ci3323604,2016-01-29T01:38:59.960Z,"20km ESE of Julian, CA",earthquake,1.73,31.61,0.082,3,reviewed,ci,ci
1970-10-25T09:20:54.440Z,37.4805,-118.1641667,6,2.61,ml,7,250,,0.47,ci,ci3323603,2016-01-29T01:43:51.650Z,"24km ENE of Bishop, CA",earthquake,5.42,31.61,0.1,4,reviewed,ci,ci
1970-10-24T20:10:08.990Z,34.4006667,-116.3931667,6,2.61,mh,5,155,0.9098,0.62,ci,ci3323602,2016-01-29T01:19:23.780Z,"30km NNW of Joshua Tree, CA",earthquake,2.3,31.61,0.327,11,reviewed,ci,ci
1970-10-23T18:27:18.760Z,33.0746667,-116.384,6,3.64,ml,9,122,0.4622,0.66,ci,ci3323592,2016-01-29T01:09:22.740Z,"20km S of Borrego Springs, CA",earthquake,2.03,31.61,0.192,7,reviewed,ci,ci
1970-10-22T22:38:52.160Z,34.6118333,-117.1081667,0.01,2.58,ml,8,150,0.6553,0.5,ci,ci3323591,2016-01-29T01:34:16.440Z,"14km NNE of Apple Valley, CA",quarry blast,1.4,31.61,0.151,4,reviewed,ci,ci
1970-10-21T19:02:35.080Z,35.0558333,-117.7066667,0.01,2.82,ml,7,86,0.7634,0.22,ci,ci3323589,2016-01-29T01:14:30.920Z,"8km NW of Boron, CA",quarry blast,0.75,31.61,0.03,7,reviewed,ci,ci
1970-10-21T08:29:56.370Z,32.5845,-115.1195,6,3.27,ml,4,248,0.5268,0.34,ci,ci3342407,2016-01-29T01:43:51.190Z,"13km W of Tecolots, B.C., MX",earthquake,2.48,31.61,0.331,3,reviewed,ci,ci
1970-10-21T08:25:34.040Z,32.5181667,-115.2766667,6,2.93,mh,2,244,0.6529,0.12,ci,ci3323588,2016-01-29T01:24:40.920Z,"9km SE of Puebla, B.C., MX",earthquake,3.17,31.61,0.063,7,reviewed,ci,ci
1970-10-21T08:23:05.350Z,32.4288333,-115.2815,6,3.28,mh,4,252,0.7295,0.49,ci,ci3323587,2016-01-29T01:24:40.430Z,"12km NW of Delta, B.C., MX",earthquake,3.74,31.61,0.133,10,reviewed,ci,ci
1970-10-20T16:48:07.540Z,33.2046667,-115.6615,6,2.81,ml,4,137,0.5017,0.54,ci,ci3323585,2016-01-29T01:43:50.660Z,"14km WSW of Niland, CA",earthquake,1.76,31.61,0.196,2,reviewed,ci,ci
1970-10-19T21:48:07.090Z,32.8196667,-115.5665,6,2.71,mh,4,193,0.6634,0.66,ci,ci3323584,2016-01-29T01:09:22.280Z,"3km S of Imperial, CA",earthquake,4.24,31.61,0.063,6,reviewed,ci,ci
1970-10-18T11:03:44.900Z,37.4045,-117.437,6,2.79,mh,4,317,,0.45,ci,ci3323583,2016-01-29T01:29:29.050Z,"76km SSW of Tonopah, NV",earthquake,3.71,31.61,0.178,7,reviewed,ci,ci
1970-10-14T14:30:00.350Z,37.0706667,-116.0051667,0.6,4.93,ml,14,255,1.78,0.59,ci,ci3323577,2016-01-29T01:14:30.430Z,"69km ENE of Beatty, NV",nuclear explosion,99,31.61,0.284,11,reviewed,ci,ci
1970-10-14T03:10:58.020Z,35.0205,-117.684,0.01,2.81,ml,10,89,0.7724,0.39,ci,ci3323575,2016-01-29T01:14:29.930Z,"4km NW of Boron, CA",quarry blast,1.1,31.61,0.088,9,reviewed,ci,ci
1970-10-13T15:04:56.280Z,37.3606667,-115.6661667,0.01,4.07,ml,12,267,,0.62,ci,ci3323573,2016-01-29T01:29:28.550Z,"44km W of Alamo, NV",nuclear explosion,10.93,31.61,0.1,9,reviewed,ci,ci
1970-10-13T03:29:31.870Z,35.0188333,-117.6523333,0.01,2.7,ml,7,140,0.7489,0.51,ci,ci3323555,2016-01-29T01:09:21.750Z,"2km N of Boron, CA",quarry blast,1.59,31.61,0.157,7,reviewed,ci,ci
1970-10-13T00:10:55.040Z,34.92,-118.9558333,6,2.71,ml,9,138,0.3677,0.44,ci,ci3323554,2016-01-29T01:34:15.450Z,"4km SW of Grapevine, CA",earthquake,1.09,31.61,0.144,6,reviewed,ci,ci
1970-10-12T05:52:44.760Z,33.3515,-116.3243333,6,2.84,ml,5,155,0.4506,0.41,ci,ci3323553,2016-01-29T01:29:28.060Z,"12km NNE of Borrego Springs, CA",earthquake,1.42,31.61,0.066,4,reviewed,ci,ci
1970-10-10T17:49:06.270Z,35.2623333,-118.634,6,2.88,ml,5,203,0.4204,0.5,ci,ci3323552,2016-04-02T19:17:34.464Z,"19km ENE of Arvin, CA",earthquake,3.04,31.61,,9,reviewed,ci,ci
1970-10-09T13:43:38.080Z,34.7746667,-116.0823333,6,3.15,ml,6,253,0.793,0.56,ci,ci3323727,2016-01-29T01:09:21.250Z,"9km NE of Ludlow, CA",earthquake,3.72,31.61,0.152,6,reviewed,ci,ci
1970-10-09T07:55:06.350Z,33.7438333,-118.3988333,2.89,3.5,ml,10,177,0.4457,0.41,ci,ci3323725,2016-01-29T01:24:39.420Z,"1km W of Rancho Palos Verdes, CA",earthquake,1.29,2.18,0.08,10,reviewed,ci,ci
1970-10-08T17:29:19.130Z,36.7715,-121.5218333,6,3.39,ml,8,183,,0.45,ci,ci3323724,2016-01-29T01:43:50.170Z,"8km S of San Juan Bautista, CA",earthquake,4.37,31.61,0.084,7,reviewed,ci,ci
1970-10-08T13:30:04.100Z,37.8215,-119.0021667,0.01,3.12,ml,6,228,,0.52,ci,ci3323805,2016-01-29T01:38:57.990Z,"21km N of Mammoth Lakes, CA",quarry blast,8.85,31.61,0.462,8,reviewed,ci,ci
1970-10-08T04:49:58.930Z,34.5155,-121.5316667,6,3.7,ml,15,246,,0.53,ci,ci3323723,2016-01-29T01:29:27.040Z,"96km WSW of Vandenberg Air Force Base, CA",earthquake,4.11,31.61,0.071,9,reviewed,ci,ci
1970-10-07T22:01:51.270Z,35.4991667,-118.2805,0.47,2.93,ml,9,81,0.227,0.43,ci,ci3323722,2016-01-29T01:38:57.490Z,"22km ESE of Bodfish, CA",earthquake,1.2,2.56,0.115,11,reviewed,ci,ci
1970-10-06T22:18:43.090Z,35.169,-118.5668333,6,2.5,mh,4,186,0.4521,0.48,ci,ci3323803,2016-04-02T07:25:25.030Z,"12km WNW of Tehachapi, CA",earthquake,3.08,31.61,0.111,11,reviewed,ci,ci
1970-10-01T03:25:17.490Z,35.032,-117.6756667,0.01,2.73,ml,8,88,0.7619,0.35,ci,ci3323716,2016-01-29T01:14:28.450Z,"4km NNW of Boron, CA",quarry blast,0.87,31.61,0.015,4,reviewed,ci,ci
1970-09-30T01:35:42.370Z,32.1141667,-115.109,6,3.19,mh,3,280,0.9645,0.34,ci,ci3323800,2016-01-29T01:24:37.970Z,"13km SW of Estacion Coahuila, B.C., MX",earthquake,5.63,31.61,0.042,3,reviewed,ci,ci
1970-09-29T23:08:21.150Z,33.855,-115.5355,0.01,2.95,ml,5,178,0.1706,0.49,ci,ci3323799,2016-01-29T01:38:56.960Z,"20km NW of Desert Center, CA",quarry blast,2.4,31.61,0.07,3,reviewed,ci,ci
1970-09-29T20:58:25.410Z,35.469,-118.3426667,8.49,3.54,ml,17,62,,0.53,ci,ci3323714,2016-01-29T01:14:27.920Z,"19km SE of Bodfish, CA",earthquake,1.33,2.1,0.108,11,reviewed,ci,ci
1970-09-29T08:14:02.110Z,33.2403333,-116.275,6,3.06,ml,4,186,0.505,0.52,ci,ci3323712,2016-01-29T01:38:56.500Z,"10km E of Borrego Springs, CA",earthquake,3.1,31.61,0.035,4,reviewed,ci,ci
1970-09-28T23:12:01.320Z,34.5125,-118.33,6,2.56,ml,7,149,,0.64,ci,ci3323711,2016-01-29T01:14:26.970Z,"2km NNW of Agua Dulce, CA",earthquake,3.23,31.61,0.065,6,reviewed,ci,ci
1970-09-28T22:08:46.450Z,34.9746667,-117.6311667,0.01,2.53,ml,6,107,0.7511,0.39,ci,ci3323709,2016-01-29T01:43:49.670Z,"3km SSE of Boron, CA",quarry blast,1.11,31.61,0.085,5,reviewed,ci,ci
1970-09-27T07:38:02.000Z,32.3231667,-115.1741667,6,2.53,mh,2,266,0.783,0.08,ci,ci3323787,2016-01-29T01:14:26.510Z,"4km SSE of Delta, B.C., MX",earthquake,2.21,31.61,0.237,7,reviewed,ci,ci
1970-09-27T06:40:21.500Z,34.2886667,-116.4833333,6,2.54,ml,5,143,0.7963,0.48,ci,ci3323703,2016-01-29T01:29:25.630Z,"20km NNW of Yucca Valley, CA",earthquake,1.36,31.61,0.104,5,reviewed,ci,ci
1970-09-27T02:02:33.750Z,33.0696667,-115.607,6,2.68,mh,4,156,0.6366,0.33,ci,ci3323770,2016-01-29T01:19:22.830Z,"4km NNE of Westmorland, CA",earthquake,1.14,31.61,0.172,6,reviewed,ci,ci
1970-09-26T10:49:52.760Z,32.9051667,-116.0995,6,2.96,ml,5,221,0.532,0.31,ci,ci3323702,2016-01-29T01:43:49.180Z,"21km NNW of Ocotillo, CA",earthquake,1.49,31.61,0.074,4,reviewed,ci,ci
1970-09-26T09:55:49.770Z,32.7673333,-118.057,6,2.72,ml,6,226,1.161,0.62,ci,ci3323701,2016-01-29T01:29:25.100Z,"28km ESE of San Clemente Is. (SE tip), CA",earthquake,3.61,31.61,0.194,4,reviewed,ci,ci
1970-09-25T22:39:42.060Z,34.164,-117.5668333,2.08,2.71,ml,11,117,0.2327,0.49,ci,ci3323700,2016-01-29T01:38:55.980Z,"5km NNE of Rancho Cucamonga, CA",earthquake,1.05,2,0.309,5,reviewed,ci,ci
1970-09-25T22:37:32.300Z,34.1595,-117.5625,1.81,2.58,ml,11,117,0.227,0.52,ci,ci3323699,2016-01-29T01:29:24.530Z,"4km NNE of Rancho Cucamonga, CA",earthquake,1.37,2.02,0.075,5,reviewed,ci,ci
1970-09-25T21:24:21.770Z,34.7368333,-115.9295,6,2.87,mh,5,217,0.9137,0.78,ci,ci3323768,2016-01-29T01:24:37.490Z,"21km E of Ludlow, CA",earthquake,6.37,31.61,0.362,8,reviewed,ci,ci
1970-09-25T13:18:05.640Z,34.24,-117.5245,8.74,3.19,ml,10,106,0.2752,0.47,ci,ci3323698,2016-01-29T01:43:48.620Z,"3km SW of Lytle Creek, CA",earthquake,1.06,2.06,0.23,11,reviewed,ci,ci
1970-09-25T11:35:26.470Z,34.1638333,-117.5511667,3.45,2.58,ml,9,116,0.2239,0.62,ci,ci3323696,2016-01-29T01:09:18.860Z,"5km NNE of Rancho Cucamonga, CA",earthquake,1.41,2.25,0.144,5,reviewed,ci,ci
1970-09-25T06:06:38.030Z,35.0248333,-117.675,0.01,2.73,ml,7,92,0.7639,0.57,ci,ci3323682,2016-01-29T01:34:14.430Z,"4km NW of Boron, CA",quarry blast,1.33,31.61,0.07,5,reviewed,ci,ci
1970-09-23T09:58:14.950Z,33.9243333,-118.2886667,6,2.82,ml,9,162,0.2439,0.34,ci,ci3323680,2016-01-29T01:14:25.500Z,"3km WNW of Willowbrook, CA",earthquake,1.11,31.61,0.301,5,reviewed,ci,ci
1970-09-23T08:59:55.590Z,33.9231667,-118.2418333,6,3.15,ml,10,162,,0.5,ci,ci3323679,2016-01-29T01:38:55.480Z,"1km ENE of Willowbrook, CA",earthquake,1.42,31.61,0.299,7,reviewed,ci,ci
1970-09-23T08:51:17.130Z,33.9321667,-118.332,0.25,3.25,ml,9,180,,0.46,ci,ci3323678,2016-01-29T01:09:18.330Z,"2km ESE of Lennox, CA",earthquake,1.2,1.92,0.189,8,reviewed,ci,ci
1970-09-23T08:33:34.340Z,33.9478333,-118.2465,8.3,3.44,ml,7,177,,0.48,ci,ci3323746,2016-01-29T01:14:25.020Z,"2km S of Florence-Graham, CA",earthquake,1.48,2.47,0.259,7,reviewed,ci,ci
1970-09-23T08:33:30.540Z,33.9938333,-118.5448333,14.37,3.18,ml,4,229,0.3464,0.75,ci,ci3323748,2016-01-29T01:38:54.980Z,"6km WSW of Santa Monica, CA",earthquake,7.04,6.08,0.704,5,reviewed,ci,ci
1970-09-23T08:13:43.430Z,33.9368333,-118.2843333,3.06,2.82,ml,8,162,0.231,0.38,ci,ci3323673,2016-01-29T01:24:37.000Z,"4km NW of Willowbrook, CA",earthquake,1.82,1.92,0.503,5,reviewed,ci,ci
1970-09-21T23:38:26.900Z,34.2736667,-117.3143333,0.09,2.52,ml,8,119,0.284,0.65,ci,ci3323672,2016-01-29T01:09:17.810Z,"4km NW of Crestline, CA",earthquake,1.61,3.15,0.03,3,reviewed,ci,ci
1970-09-21T14:59:38.980Z,35.4743333,-119.8301667,6,2.51,ml,4,322,1.121,0.62,ci,ci3323745,2016-01-29T01:24:36.490Z,"21km NE of Simmler, CA",earthquake,6.49,31.61,,1,reviewed,ci,ci
1970-09-20T05:08:27.390Z,33.3195,-119.1691667,6,3.11,mh,7,244,1.173,0.55,ci,ci3323668,2016-01-29T01:43:47.650Z,"20km SSW of Santa Barbara Is., CA",earthquake,3.02,31.61,0.178,14,reviewed,ci,ci
1970-09-19T16:27:30.570Z,36.8215,-118.075,6,3.24,mh,7,203,,1.08,ci,ci3323667,2016-01-29T01:29:24.040Z,"11km E of Independence, CA",earthquake,6.15,31.61,0.159,13,reviewed,ci,ci
1970-09-18T19:09:49.720Z,35.0433333,-117.6815,0.01,2.69,ml,9,88,0.7624,0.42,ci,ci3323666,2016-01-29T01:14:24.070Z,"6km NNW of Boron, CA",quarry blast,1.17,31.61,0.034,4,reviewed,ci,ci
1970-09-18T12:03:38.250Z,35.4146667,-118.5066667,4.31,2.56,mh,6,131,0.249,0.24,ci,ci3323663,2016-01-29T01:43:47.130Z,"19km S of Bodfish, CA",earthquake,0.71,1.96,0.058,13,reviewed,ci,ci
1970-09-16T14:00:07.360Z,34.2368333,-117.504,3.42,2.73,ml,8,106,0.2651,0.57,ci,ci3323661,2016-01-29T20:38:12.690Z,"2km S of Lytle Creek, CA",earthquake,1.31,3.95,0.07,5,reviewed,ci,ci
1970-09-16T05:30:54.330Z,35.3475,-117.865,6,2.51,mh,3,233,0.5881,0.4,ci,ci3323741,2016-01-29T01:09:17.350Z,"21km W of Johannesburg, CA",earthquake,3.02,31.61,0.161,9,reviewed,ci,ci
1970-09-16T02:58:57.480Z,34.9998333,-117.6161667,0.01,2.71,ml,5,111,0.7292,0.59,ci,ci3323740,2016-01-29T01:29:23.590Z,"3km E of Boron, CA",quarry blast,1.47,31.61,0.029,4,reviewed,ci,ci
1970-09-15T22:30:48.880Z,34.2436667,-117.5008333,8.79,3.21,ml,8,120,0.2703,0.52,ci,ci3323660,2016-01-29T01:14:23.550Z,"2km S of Lytle Creek, CA",earthquake,1.23,3.33,0.125,8,reviewed,ci,ci
1970-09-15T21:15:22.110Z,34.2218333,-117.5488333,0.19,2.92,ml,10,116,0.2694,0.61,ci,ci3323659,2016-01-29T01:14:23.050Z,"6km SW of Lytle Creek, CA",earthquake,1.3,3.12,0.132,5,reviewed,ci,ci
1970-09-15T03:07:08.630Z,37.2561667,-117.3396667,6,2.66,mh,5,272,0.7394,0.73,ci,ci3323658,2016-01-29T01:24:36.030Z,"65km NW of Beatty, NV",earthquake,4.49,31.61,0.155,7,reviewed,ci,ci
1970-09-14T20:47:46.010Z,33.9633333,-115.5073333,0.01,2.63,mh,5,185,0.2778,0.71,ci,ci3323657,2016-01-29T01:14:22.560Z,"29km NNW of Desert Center, CA",quarry blast,3.41,31.61,0.232,9,reviewed,ci,ci
1970-09-14T11:56:59.800Z,34.092,-118.3738333,2.14,2.54,ml,10,170,,0.53,ci,ci3323656,2016-01-29T01:43:46.610Z,"1km WNW of West Hollywood, CA",earthquake,1.94,2.62,0.161,6,reviewed,ci,ci
1970-09-14T03:07:32.920Z,34.2338333,-117.5198333,3.61,3.18,ml,8,109,0.268,0.45,ci,ci3323652,2016-01-29T01:14:22.070Z,"3km SW of Lytle Creek, CA",earthquake,1.03,3,0.093,9,reviewed,ci,ci
1970-09-13T21:32:00.540Z,34.2335,-117.5026667,5.69,2.88,ml,8,106,0.2616,0.56,ci,ci3323651,2016-01-29T01:24:35.530Z,"3km S of Lytle Creek, CA",earthquake,1.95,6.7,0.21,5,reviewed,ci,ci
1970-09-13T21:29:37.180Z,35.3363333,-118.5398333,6,3.24,ml,14,68,,0.43,ci,ci3323650,2016-01-29T01:14:21.540Z,"24km NNW of Tehachapi, CA",earthquake,1.38,31.61,0.149,11,reviewed,ci,ci
1970-09-13T21:10:23.000Z,40.2,-125.1,33,5.4,mb,,,,,ushis,ushis3116,2018-06-04T20:43:45.000Z,"82 km WSW of Ferndale, California",earthquake,,,,,reviewed,ushis,us
1970-09-13T11:13:21.230Z,32.6641667,-115.481,6,3,mh,4,248,0.6724,0.35,ci,ci3323648,2016-01-29T01:29:23.120Z,"2km NW of Mexicali, B.C., MX",earthquake,2.43,31.61,0.152,7,reviewed,ci,ci
1970-09-13T04:47:48.830Z,34.2601667,-117.5383333,12.25,4.21,ml,13,106,,0.4,ci,ci3323910,2016-01-29T01:19:21.320Z,"4km W of Lytle Creek, CA",earthquake,1.42,2.74,0.329,11,reviewed,ci,ci
